gene	case1	case2	case3	case4	case5	case6	case7	control1	control2	control3	control4	control5	control6	control7
1700029F12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029G01Rik	4	0	4	5	3	0	0	1	4	2	1	2	2	1
1700029H14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029I01Rik	0	0	0	0	0	0	0	0	1	2	0	0	0	0
1700029I15Rik	0	1	0	0	3	2	1	0	0	1	0	0	0	0
1700029J03Rik	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1700029J07Rik	1	1	2	1	1	1	1	0	1	1	1	0	1	2
1700029J11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029M03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029M20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029N11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029P11Rik	1	0	0	0	1	1	0	0	1	0	0	1	0	1
1700030A11Rik	0	0	1	0	1	0	0	19	20	19	32	24	25	20
1700030C10Rik	0	0	0	1	0	0	0	0	2	1	1	0	0	0
1700030C12Rik	202	199	227	218	196	238	265	144	148	171	190	154	188	185
1700030F04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700030F18Rik	0	0	0	0	0	0	0	0	1	1	0	1	0	1
1700030J22Rik	3	0	0	0	1	0	1	1	4	0	5	1	0	0
1700030K09Rik	45	39	45	47	36	39	37	29	30	49	24	30	30	28
1700030L20Rik	3	5	1	4	1	6	0	2	3	1	8	1	2	0
1700030M09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700030N03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700030O20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700031A10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700031F05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700031L13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700031M16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700031P21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700034E13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700034F02Rik	1	3	6	2	3	3	5	10	5	10	13	2	13	11
1700034G24Rik	6	1	2	1	4	4	3	11	18	11	12	7	3	4
1700034H14Rik	3	2	7	2	1	2	3	1	0	2	1	0	0	2
1700034H15Rik	96	107	89	115	113	100	124	112	115	162	194	57	154	88
1700034I23Rik	2	2	5	0	0	1	2	1	1	0	2	0	3	0
1700034J04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700034J05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700034K08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700034O15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700034P13Rik	279	209	265	240	240	178	267	184	300	217	336	159	292	220
1700036A12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700036G14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700037C18Rik	9	6	8	8	8	9	4	4	10	6	5	10	7	4
1700037H04Rik	16	27	16	20	11	14	30	8	14	12	14	6	33	13
1700039E15Rik	0	0	0	0	0	0	0	1	0	1	0	1	1	1
1700039E22Rik	3	6	4	2	3	2	7	0	0	0	0	0	0	0
1700039M10Rik	1	1	0	1	1	1	1	0	0	0	2	0	0	1
1700040D17Rik	199	270	157	145	177	169	181	28	18	18	19	14	18	11
1700040F15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700040F17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700040I03Rik	22	23	19	27	12	19	28	54	51	37	66	46	70	42
1700040L02Rik	0	0	0	0	0	0	0	0	2	1	0	0	0	0
1700040N02Rik	592	666	583	628	527	522	783	798	559	498	856	659	1042	801
1700041C23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700041M19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700042B14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700042G07Rik	0	1	0	2	0	0	0	0	0	0	0	0	0	0
1700042G15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700042O10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700044C05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700044K03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700045H11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700045I11Rik	0	3	1	1	1	0	0	0	0	0	1	0	0	0
1700045I19Rik	1	1	0	0	0	1	0	0	2	0	2	0	0	1
1700046C09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700047G03Rik	0	0	0	1	1	0	0	0	0	0	0	0	0	0
1700047I17Rik2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700047L14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700047M11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700048M11Rik	46	66	72	52	37	40	65	15	34	34	26	17	28	30
1700048O20Rik	0	0	3	0	1	1	1	1	0	3	0	0	1	0
1700049E15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700049E17Rik1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700049E17Rik2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700049E22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700049G17Rik	11	27	26	15	4	25	11	11	25	26	18	11	27	13
1700049L16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700051A21Rik	1	2	1	1	3	1	0	3	2	2	2	5	2	0
1700052I22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700052K11Rik	1	5	2	4	5	5	7	4	3	3	1	1	4	3
1700052N19Rik	0	0	0	3	1	1	0	3	2	1	1	0	0	0
1700054A03Rik	0	0	0	3	1	0	0	3	2	0	0	2	1	0
1700054K19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700054M17Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1700054N08Rik	295	337	290	261	190	182	268	49	55	48	60	48	54	53
1700054O13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700054O19Rik	2	0	5	0	1	1	1	0	1	1	1	0	0	2
1700055C04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700055D18Rik	0	0	0	0	0	0	0	0	0	1	2	0	0	0
1700055N04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700056E22Rik	1	1	3	1	1	2	2	0	0	0	0	0	1	0
1700057G04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700057H15Rik	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1700057K13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700058G18Rik	1487	1760	1560	1709	1309	1377	1620	1063	1406	1141	1505	976	961	925
1700060C16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700060C20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700060O08Rik	29	47	37	30	32	32	50	9	36	15	26	15	20	11
1700061E17Rik	4	2	2	5	1	5	2	2	3	4	5	1	1	2
1700061F12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700061G19Rik	48	70	68	52	41	28	74	16	32	24	17	17	30	26
1700061I17Rik	0	1	0	0	4	0	0	0	0	0	0	3	0	0
1700061J05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700063A18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700063D05Rik	0	0	0	0	0	0	0	1	0	0	0	0	1	1
1700063H04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700063K16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700063O14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700064J06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700064M15Rik	0	0	1	0	0	0	0	0	1	0	0	1	0	0
1700065D16Rik	17	15	16	21	20	18	16	7	14	10	15	4	11	6
1700065I16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700065I17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700065J11Rik	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1700065J18Rik	9	17	6	9	12	8	20	14	14	20	16	12	17	12
1700065O20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700066B17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700066B19Rik	0	0	0	0	0	0	0	0	2	0	0	0	0	0
1700066C05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700066J24Rik	1513	1600	1598	1552	1348	1425	1616	1866	2379	2256	2556	1778	2387	1986
1700066M21Rik	2	2	2	3	1	0	0	2	1	1	4	1	0	2
1700066N21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700066O22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700067G17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700067K01Rik	61	71	66	64	47	40	45	24	55	53	50	37	50	28
1700067P10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700069L16Rik	1	1	1	0	0	1	0	0	0	1	0	0	0	0
1700069P05Rik	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1700071K01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700071M16Rik	2660	2852	2816	2474	1269	1580	1868	727	881	730	918	405	638	419
1700072B07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700072E05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700072O05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700073E17Rik	2	2	2	3	2	1	8	0	5	2	1	4	4	0
1700074H08Rik	0	0	0	0	0	0	1	1	0	1	0	0	1	0
1700074P13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700080E11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700080N15Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	1
1700080O16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700081H04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700081H22Rik	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1700081L11Rik	14	9	9	28	10	11	16	2	12	4	6	4	10	6
1700083H02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700084C01Rik	6	0	0	2	1	5	1	3	3	7	4	7	3	4
1700084E18Rik	2	4	2	3	2	1	2	1	0	4	1	0	2	1
1700084F23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700084J12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700084M14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700085B03Rik	0	0	0	3	1	0	0	0	0	0	0	0	0	0
1700085C21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700086L19Rik	1	0	0	0	1	0	0	4	3	2	2	2	1	2
1700086O06Rik	150	151	156	173	146	152	159	81	69	88	115	61	122	68
1700086P04Rik	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1700088E04Rik	1060	1233	1387	1147	982	1091	1220	519	594	616	761	484	797	551
1700090G07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700091E21Rik	33	59	56	50	3	3	43	27	65	45	57	3	5	30
1700091H14Rik	0	0	0	0	0	0	1	0	0	0	1	0	0	0
1700092C02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092C10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092E19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092K14Rik	0	0	0	0	0	0	0	1	1	0	0	0	0	0
1700092M07Rik	1	2	3	1	4	2	4	3	2	1	3	1	2	1
1700093J21Rik	0	0	0	0	2	0	0	1	0	0	1	0	0	1
1700093K21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700094D03Rik	2	2	0	1	0	1	0	1	0	0	0	0	0	0
1700094J05Rik	295	341	320	284	267	261	328	147	174	149	199	114	164	126
1700094M24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700095A13Rik	0	0	0	0	0	0	0	6	9	3	20	1	8	6
1700095A21Rik	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1700095B10Rik	0	0	3	3	2	1	4	7	11	4	1	4	4	3
1700095B22Rik	80	94	80	83	82	92	81	38	53	48	49	31	56	39
1700095J03Rik	1	1	7	0	4	5	3	2	6	3	4	1	9	5
1700096J18Rik	13	0	0	7	5	7	5	5	1	0	5	3	5	2
1700096K18Rik	4	1	0	2	3	1	1	2	3	6	3	3	4	3
1700097N02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700099I09Rik	43	42	43	43	36	43	50	40	55	42	68	37	46	46
1700100L14Rik	0	0	0	0	0	1	0	0	0	4	0	0	0	1
1700101E01Rik	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1700101G07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700101I11Rik	816	964	908	811	795	890	1053	1200	1474	1283	1669	1136	1332	1320
1700101O22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700102H20Rik	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1700102P08Rik	1	0	0	0	1	2	1	0	0	0	0	0	0	0
1700104A03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700104B16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700105P06Rik	10	7	7	5	2	3	13	4	8	10	6	3	6	2
1700106J16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700106N22Rik	1	0	0	1	4	0	2	1	2	1	2	0	0	1
1700108F19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700108J01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700108M19Rik	0	0	0	0	0	1	0	1	1	0	0	0	0	0
1700109F18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700109G14Rik	4	6	9	3	4	3	3	0	0	0	0	0	0	0
1700109G15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700109H08Rik	97	132	109	102	83	98	133	68	60	89	87	72	55	56
1700109I08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700110C19Rik	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1700110I01Rik	2	0	1	4	2	4	4	0	1	1	1	4	6	3
1700110K17Rik	766	784	806	692	683	601	875	321	381	294	366	207	388	332
1700110M21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700111E14Rik	0	0	0	0	1	1	1	0	1	1	2	0	0	0
1700111N16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700112E06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700112H15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700112M01Rik	927	971	939	926	779	757	1060	442	619	463	603	342	526	451
1700113A16Rik	1102	1203	1133	1181	824	1054	1076	915	1230	1242	1361	892	1120	963
1700113H08Rik	0	1	0	0	1	0	0	2	1	3	1	2	0	0
1700113I22Rik	101	70	95	125	83	84	101	89	137	156	206	94	176	131
1700119H24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120B22Rik	105	80	94	79	75	82	100	57	72	54	88	50	76	62
1700120C14Rik	163	144	147	174	135	149	148	110	167	147	203	110	230	126
1700120E14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120G07Rik	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1700120K04Rik	36	39	38	31	31	46	44	13	17	16	12	9	25	22
1700121L16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700121N20Rik	0	0	0	0	0	0	0	0	1	0	1	1	0	0
1700122E12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700122H20Rik	1	3	4	3	2	1	3	3	3	2	5	2	9	3
1700122O11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700123I01Rik	1	0	0	0	0	0	0	0	1	1	0	0	2	0
1700123K08Rik	1	2	0	0	0	2	2	3	1	2	0	2	0	4
1700123L14Rik	0	1	0	0	0	0	0	0	1	1	1	0	0	0
1700123M08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700123O12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700123O20Rik	224	203	210	215	201	193	253	78	108	112	141	89	141	122
1700123O21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700124L16Rik	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1700125D06Rik	2	1	0	0	0	0	0	1	0	1	2	0	0	3
1700125G02Rik	23	15	18	13	15	18	16	40	42	58	45	35	46	26
1700125G22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700125H03Rik	7	5	13	8	5	5	5	13	31	15	23	21	21	10
1700125H20Rik	0	0	0	0	0	2	2	0	2	0	0	0	0	0
1700126H18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700128A07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700128F08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700129C05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810006J02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810006K21Rik	2	0	0	1	1	0	4	2	3	3	0	1	1	1
1810007C17Rik	0	0	0	0	0	0	0	5	6	3	13	10	7	3
1810007D17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810007I06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810008A18Rik	3	2	1	4	1	3	3	2	1	1	4	2	5	2
1810008B01Rik	201	234	226	243	197	196	228	237	285	221	308	192	306	229
1810008I18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810009A15Rik	3	3	5	5	4	4	2	2	4	4	6	2	2	1
1810009J06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810010D01Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1810010H24Rik	9	7	7	7	6	6	9	4	8	6	6	3	9	5
1810011H11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810011O10Rik	0	0	0	1	0	1	1	0	0	0	0	0	0	0
1810012K16Rik	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1810012P15Rik	2	2	1	1	0	0	3	3	2	0	3	0	1	1
1810013A23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810013D10Rik	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1810013L24Rik	5	6	8	9	2	4	7	2	4	6	6	5	2	7
1810014B01Rik	0	0	1	0	1	0	0	0	0	0	0	0	1	0
1810014F10Rik	0	0	0	2	0	0	0	0	2	0	0	0	1	1
1810018F18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810019D21Rik	0	0	1	1	2	2	1	0	0	0	1	0	0	0
1810019J16Rik	0	1	1	2	9	6	3	1	2	1	1	3	4	3
1810020D17Rik	11	16	6	8	9	8	6	11	9	5	4	2	8	8
1810020O05Rik	1	7	5	2	1	5	3	3	3	3	3	3	3	1
1810021B22Rik	88	73	104	77	66	92	112	49	70	50	84	64	69	59
1810022K09Rik	7	5	8	7	2	9	6	2	4	3	9	5	6	2
1810024B03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810026B05Rik	5	7	3	3	3	4	4	2	0	0	1	4	1	1
1810026J23Rik	48	33	55	54	34	43	53	17	21	20	28	8	24	20
1810027O10Rik	1	0	1	0	0	1	0	1	1	0	0	0	1	0
1810029B16Rik	0	0	0	0	1	0	0	1	3	0	0	0	0	0
1810030J14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810030N24Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1810030O07Rik	6	8	2	0	7	4	3	0	2	0	2	0	2	1
1810031K17Rik	15	13	16	17	17	11	23	21	22	22	26	15	36	22
1810032O08Rik	10	7	12	6	0	0	0	9	7	10	7	0	2	0
1810033B17Rik	18	18	18	19	20	16	22	3	20	10	10	8	19	9
1810034E14Rik	5	6	7	1	5	5	11	4	6	5	2	0	4	5
1810035I16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810035L17Rik	31	34	25	18	17	32	31	18	18	31	30	23	20	27
1810037I17Rik	3	2	5	4	0	1	3	1	4	2	3	3	1	1
1810041L15Rik	0	1	0	0	1	0	6	2	3	0	1	10	3	3
1810043G02Rik	63	54	68	56	40	55	88	32	27	26	37	32	49	30
1810043H04Rik	3	2	3	3	3	1	2	2	5	0	4	3	3	5
1810044D09Rik	0	0	0	0	0	0	0	0	0	1	1	1	0	0
1810046J19Rik	11	3	6	5	6	8	6	3	6	5	10	3	8	5
1810046K07Rik	0	0	0	0	0	0	0	0	3	0	1	0	0	2
1810048J11Rik	0	0	0	0	0	1	0	0	0	1	1	0	0	0
1810049H13Rik	0	3	1	0	1	2	0	1	0	0	0	0	0	2
1810053B23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810055G02Rik	0	0	0	2	2	3	2	3	2	1	1	2	0	5
1810058I24Rik	0	0	2	2	3	6	4	0	2	2	4	3	1	2
1810059H22Rik	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1810062G17Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1810062O18Rik	538	539	510	465	404	396	526	322	381	363	507	391	477	355
1810063B05Rik	84	86	81	62	64	69	91	31	27	35	43	35	47	38
1810063B07Rik	7	5	5	8	3	5	5	3	4	3	4	4	1	6
1810064F22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810065E05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810074P20Rik	13	19	18	10	9	18	16	2	3	4	3	7	9	7
2010001E11Rik	0	2	2	0	2	1	2	5	1	1	1	3	0	3
2010001M06Rik	53	69	72	66	63	70	74	72	100	114	117	56	106	81
2010001M09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010002M12Rik	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2010002N04Rik	0	0	0	1	0	0	0	0	0	2	0	0	2	0
2010003K11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010003K15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010003O02Rik	43	53	54	36	39	56	42	18	28	25	34	27	23	28
2010005H15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010009K17Rik	10	9	6	16	6	6	10	6	8	11	13	8	8	7
2010010A06Rik	9	15	6	10	9	10	14	6	3	2	4	3	4	2
2010011I20Rik	2	1	2	4	1	0	3	0	5	4	9	1	3	1
2010012O05Rik	7	4	3	9	7	9	1	2	6	5	4	4	4	5
2010012P19Rik	136	169	117	179	79	105	120	24	18	28	41	22	60	30
2010015L04Rik	19	16	24	19	21	12	21	12	16	12	3	8	13	4
2010016I18Rik	2	3	4	3	1	2	2	1	0	3	1	1	3	0
2010106C02Rik	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2010106E10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010106G01Rik	2	5	6	1	7	2	8	2	3	2	2	2	2	2
2010107E04Rik	0	2	3	5	5	2	2	0	4	1	3	2	2	3
2010107G12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010107G23Rik	1	1	1	1	3	0	6	1	0	2	2	0	1	1
2010107H07Rik	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2010109A12Rik	0	0	0	1	0	1	0	0	0	1	0	0	0	0
2010109I03Rik	0	0	0	0	0	0	0	1	1	1	2	0	0	0
2010109K11Rik	51	47	45	52	38	63	57	29	50	40	48	33	50	27
2010110K18Rik	2	0	1	1	0	0	1	0	1	0	1	0	0	1
2010110P09Rik	0	0	0	0	0	0	0	1	0	1	0	2	0	0
2010111I01Rik	18	16	14	11	12	15	14	2	1	1	2	0	4	2
2010204K13Rik	0	0	0	0	0	0	0	1	1	0	0	0	0	0
2010300C02Rik	3	1	3	3	3	3	4	17	21	18	43	22	17	26
2010300F17Rik	1	0	1	1	1	0	1	24	30	21	29	8	12	21
2010305A19Rik	0	2	0	0	1	0	0	0	1	0	1	0	0	0
2010308F09Rik	1	1	0	0	0	0	0	0	0	0	0	0	0	0
2010310C07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010315B03Rik	2	3	0	2	1	1	1	0	1	1	0	1	1	1
2010317E24Rik	0	0	0	0	0	0	0	0	1	0	1	0	0	0
2010320M18Rik	3	2	2	1	0	1	2	1	0	0	1	1	1	0
2010321M09Rik	119	114	111	95	106	76	156	28	47	54	45	33	50	45
2200002D01Rik	36	52	35	36	27	37	42	20	20	9	29	10	20	13
2200002J24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2200002K05Rik	0	0	2	0	0	0	0	0	1	0	1	1	1	1
2210008F06Rik	21	18	25	38	18	27	23	9	15	16	27	8	23	6
2210009G21Rik	40	44	30	29	25	25	36	25	32	22	27	17	21	25
2210010C04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210010C17Rik	3	2	0	2	2	1	2	2	4	1	0	3	2	0
2210011C24Rik	1	1	0	0	0	0	0	0	0	0	0	1	0	1
2210012G02Rik	0	1	1	3	1	1	2	2	1	0	2	1	1	1
2210013O21Rik	3	12	12	13	5	7	6	3	11	2	3	4	3	3
2210015D19Rik	25	12	21	22	12	14	16	20	24	21	29	12	33	20
2210016F16Rik	3	0	0	0	0	0	0	0	0	3	0	1	2	0
2210016L21Rik	15	12	11	14	11	18	16	11	17	14	23	18	17	21
2210018M11Rik	4	4	8	3	4	3	4	5	6	3	4	5	0	5
2210019I11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210020M01Rik	7	5	13	6	6	15	11	4	10	6	11	11	16	10
2210021J22Rik	0	1	1	0	0	0	0	0	0	0	0	0	0	1
2210039B01Rik	53	77	105	93	49	64	77	24	63	68	57	47	34	50
2210403K04Rik	2	1	2	1	1	0	0	0	2	0	1	1	2	1
2210404J11Rik	19	15	21	17	19	10	8	4	15	12	6	8	9	13
2210404O07Rik	1	0	1	0	3	0	1	0	1	0	0	0	0	0
2210404O09Rik	0	0	0	0	1	0	0	0	1	1	0	0	0	1
2210407C18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210408F21Rik	3	3	4	4	3	4	4	3	5	4	4	4	4	6
2210408I21Rik	0	0	0	0	1	1	0	1	0	0	1	1	0	0
2210409D07Rik	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2210409E12Rik	1	0	0	1	0	0	0	0	0	0	0	0	0	0
2210411K11Rik	3	0	1	2	0	0	1	0	0	0	1	0	0	0
2210414B05Rik	16	13	14	20	18	9	17	0	0	0	0	0	0	0
2210415F13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210416O15Rik	61	36	65	58	61	56	62	80	49	52	56	73	109	41
2210417A02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210417K05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2210420H20Rik	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2300002M23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2300003K06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2300005B03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2300009A05Rik	2	0	0	1	0	0	0	0	0	0	0	0	0	0
2310001A20Rik	1	0	5	5	1	2	5	1	1	6	5	6	2	0
